flat,mrt,mrt_dist,num_mrt_2km,supermarket_dist,num_supermarket_2km,hawker,hawker_dist,num_hawker_2km,school,school_dist,num_school_2km
126 RIVERVALE ST,BAKAU LRT STATION,0.352,22,0.446,18,Market Street Food Centre,3.781,0,North Spring Primary School,0.238,19
46 LOR 5 TOA PAYOH,TOA PAYOH MRT STATION,0.802,7,0.344,17,Blk 75 Toa Payoh Lorong 5,0.099,5,Pei Chun Public School,0.252,10
104 PASIR RIS ST 12,PASIR RIS MRT STATION,1.191,2,0.117,12,Market Street Food Centre,2.947,0,White Sands Primary School,0.362,7
953 JURONG WEST ST 91,PIONEER MRT STATION,0.893,2,0.093,8,Blk 505 Jurong West Street 52,3.173,0,Xingnan Primary School,0.326,7
724 WOODLANDS AVE 6,ADMIRALTY MRT STATION,0.518,4,0.123,15,Blks 20/21 Marsiling Lane,2.395,0,Admiralty Primary School,0.269,10
124 PAYA LEBAR WAY,MATTAR MRT STATION,0.423,13,0.374,27,Blk 89 Circuit Road,0.197,8,Canossa Catholic Primary School,0.428,4
650B JURONG WEST ST 61,PIONEER MRT STATION,0.124,2,0.428,8,Blk 505 Jurong West Street 52,2.779,0,Jurong West Primary School,0.306,9
21 TELOK BLANGAH CRES,HARBOURFRONT MRT STATION,1.235,5,0.216,16,Blk 11 Telok Blangah Crescent,0.263,6,Radin Mas Primary School,0.41,6
453 TAMPINES ST 42,TAMPINES EAST MRT STATION,0.12,6,0.375,17,Market Street Food Centre,1.652,1,Gongshang Primary School,0.535,13
8 CANTONMENT CL,OUTRAM PARK MRT STATION,0.442,14,0.445,17,Blk 6 Tanjong Pagar Plaza,0.469,11,Cantonment Primary School,0.11,4
196B BOON LAY DR,LAKESIDE MRT STATION,0.761,3,0.446,12,Blk 505 Jurong West Street 52,0.888,2,Boon Lay Garden Primary School,0.121,9
297C CHOA CHU KANG AVE 2,SOUTH VIEW LRT STATION,0.372,7,0.152,11,Market Street Food Centre,3.841,0,Chua Chu Kang Primary School,0.137,6
106 TOWNER RD,BOON KENG MRT STATION,0.371,13,0.176,29,Pek Kio Market & Food Centre,1.028,7,Hong Wen School,0.185,5
782 PASIR RIS ST 71,PASIR RIS MRT STATION,1.151,1,0.671,6,Market Street Food Centre,3.163,0,Park View Primary School,0.447,6
264 WATERLOO ST,BENCOOLEN MRT STATION,0.213,27,0.197,28,Market Street Food Centre,0.307,12,Stamford Primary School,0.757,4
160 HOUGANG ST 11,SERANGOON MRT STATION,0.665,6,0.043,11,Market Street Food Centre,1.101,4,Paya Lebar Methodist Girls' School (Primary),0.714,9
422 TAMPINES ST 41,TAMPINES MRT STATION,0.491,6,0.192,18,Market Street Food Centre,1.347,1,Gongshang Primary School,0.235,13
111 ALJUNIED CRES,ALJUNIED MRT STATION,0.453,12,0.344,26,Blk 117 Aljunied Ave 2,0.335,8,Geylang Methodist School (Primary),0.308,4
808D CHOA CHU KANG AVE 1,KEAT HONG LRT STATION,0.58,10,0.305,14,Market Street Food Centre,3.575,0,Chua Chu Kang Primary School,0.509,6
258 BISHAN ST 22,BISHAN MRT STATION,1.163,4,0.311,16,Blk 320 Shunfu Road,1.069,3,Catholic High School (Primary),0.623,12
287 TAMPINES ST 22,SIMEI MRT STATION,0.668,8,0.336,14,Market Street Food Centre,1.15,1,Angsana Primary School,0.28,10
133 PASIR RIS ST 11,TAMPINES EAST MRT STATION,1.069,4,0.458,14,Market Street Food Centre,2.592,0,White Sands Primary School,0.527,11
121 PENDING RD,PENDING LRT STATION,0.198,14,0.297,12,Bukit Timah Market,4.23,0,Zhenghua Primary School,0.267,8
2D GEYLANG SERAI,EUNOS MRT STATION,0.566,10,0.12,24,Geylang Serai Market,0.12,10,Haig Girls' School,0.782,10
680B JURONG WEST CTRL 1,BOON LAY MRT STATION,0.713,3,0.469,11,Blk 505 Jurong West Street 52,1.547,1,Westwood Primary School,0.586,11
310B ANCHORVALE RD,TONGKANG LRT STATION,0.214,13,0.831,16,Market Street Food Centre,3.522,0,Anchor Green Primary School,0.283,14
321B ANCHORVALE DR,SENGKANG LRT STATION,0.37,21,0.488,16,Market Street Food Centre,3.549,0,Nan Chiau Primary School,0.219,19
152 MEI LING ST,QUEENSTOWN MRT STATION,0.381,5,0.328,14,Alexandra Village Food Centre,0.858,4,Queenstown Primary School,0.582,3
140 LOR AH SOO,KOVAN MRT STATION,0.859,5,0.483,12,Market Street Food Centre,0.77,2,Paya Lebar Methodist Girls' School (Primary),0.364,8
192B RIVERVALE DR,COMPASSVALE LRT STATION,0.289,25,0.248,20,Market Street Food Centre,4.321,0,Rivervale Primary School,0.19,19
135 TECK WHYE LANE,KEAT HONG LRT STATION,0.343,14,0.058,15,Market Street Food Centre,4.367,0,Teck Whye Primary School,0.403,11
56 GEYLANG BAHRU,GEYLANG BAHRU MRT STATION,0.465,9,0.375,25,Blks 79/79A Circuit Road,1.862,4,Bendemeer Primary School,0.38,5
107 TOWNER RD,BOON KENG MRT STATION,0.162,12,0.269,28,Pek Kio Market & Food Centre,1.167,6,Hong Wen School,0.394,4
43 MARINE CRES,KEMBANGAN MRT STATION,1.716,2,0.262,13,Blk 50A Marine Terrace,0.303,3,Tao Nan School,0.165,7
875 TAMPINES ST 84,TAMPINES WEST MRT STATION,1.066,4,0.397,10,Market Street Food Centre,1.621,1,Poi Ching School,0.657,5
670A JURONG WEST ST 65,BOON LAY MRT STATION,0.706,2,0.522,9,Blk 505 Jurong West Street 52,1.84,1,West Grove Primary School,0.407,11
609 JURONG WEST ST 65,PIONEER MRT STATION,0.361,2,0.552,8,Taman Jurong Market & Food Centre,2.364,0,Frontier Primary School,0.195,10
63 TEBAN GDNS RD,JURONG EAST MRT STATION,1.376,2,0.189,15,Market Street Food Centre,2.491,0,Fuhua Primary School,1.753,1
201E TAMPINES ST 23,TAMPINES EAST MRT STATION,0.371,6,0.111,16,Market Street Food Centre,1.323,1,Chongzheng Primary School,0.367,10
111 WHAMPOA RD,BOON KENG MRT STATION,1.003,8,0.271,23,Blk 75 Toa Payoh Lorong 5,1.103,6,Hong Wen School,0.558,7
223 ANG MO KIO AVE 1,ANG MO KIO MRT STATION,1.343,3,0.226,13,Blk 724 Ang Mo Kio Ave 6,1.153,4,Ang Mo Kio Primary School,0.399,8
111 SERANGOON NTH AVE 1,KOVAN MRT STATION,1.885,1,0.285,17,Chomp Chomp Food Centre,0.698,3,Rosyth School,0.65,6
151 ANG MO KIO AVE 5,YIO CHU KANG MRT STATION,0.698,2,0.334,11,Blk 724 Ang Mo Kio Ave 6,0.778,2,Mayflower Primary School,0.235,6
19 CHAI CHEE RD,BEDOK MRT STATION,0.934,5,0.364,20,Blk 538 Bedok North Street 3,0.598,6,Opera Estate Primary School,0.892,8
838 YISHUN ST 81,KHATIB MRT STATION,0.124,2,0.124,13,Chong Pang Market & Food Centre,1.753,2,Peiying Primary School,0.361,8
442C FAJAR RD,BANGKIT LRT STATION,0.251,13,0.232,10,Bukit Timah Market,4.682,0,Zhenghua Primary School,0.281,8
63 TELOK BLANGAH HTS,TELOK BLANGAH MRT STATION,0.47,5,0.273,14,Blk 11 Telok Blangah Crescent,0.903,5,Blangah Rise Primary School,0.294,5
306 CLEMENTI AVE 4,CLEMENTI MRT STATION,0.72,2,0.251,11,Blk 448 Clementi Ave 3,0.911,3,Nan Hua Primary School,0.589,5
627 HOUGANG AVE 8,KOVAN MRT STATION,1.06,3,0.349,21,Market Street Food Centre,1.213,4,Xinmin Primary School,0.275,11
351 ANG MO KIO ST 32,ANG MO KIO MRT STATION,0.626,3,0.295,17,Blk 409 Ang Mo Kio Ave 10,0.584,4,Teck Ghee Primary School,0.157,11
605 JURONG WEST ST 62,PIONEER MRT STATION,0.264,2,0.443,9,Blk 505 Jurong West Street 52,2.439,0,Jurong West Primary School,0.116,9
601 CLEMENTI WEST ST 1,CLEMENTI MRT STATION,1.126,2,0.155,11,Blk 726 Clementi West Street 2,0.154,3,Clementi Primary School,1.162,4
130 RIVERVALE ST,BAKAU LRT STATION,0.342,22,0.395,18,Market Street Food Centre,3.832,0,North Spring Primary School,0.271,19
21 BALAM RD,TAI SENG MRT STATION,0.487,11,0.264,17,Blks 79/79A Circuit Road,0.552,4,Canossa Catholic Primary School,0.73,7
448 BT PANJANG RING RD,FAJAR LRT STATION,0.168,12,0.148,8,Bukit Timah Market,4.912,0,Beacon Primary School,0.173,7
964 HOUGANG AVE 9,FERNVALE LRT STATION,1.634,6,0.269,18,Chomp Chomp Food Centre,1.882,2,Hougang Primary School,0.366,10
619 WOODLANDS DR 52,WOODLANDS SOUTH MRT STATION,0.827,4,0.571,14,Blks 20/21 Marsiling Lane,2.589,0,Woodlands Ring Primary School,0.181,10
228 PENDING RD,PENDING LRT STATION,0.096,14,0.302,11,Bukit Timah Market,4.009,0,Bukit Panjang Primary School,0.259,7
219A BEDOK CTRL,BEDOK MRT STATION,0.398,4,0.195,21,Blk 216 Bedok North Street 1,0.194,7,Fengshan Primary School,0.527,7
872 WOODLANDS ST 81,WOODLANDS MRT STATION,0.879,4,0.187,14,Blks 20/21 Marsiling Lane,1.403,2,Qihua Primary School,0.28,11
804 YISHUN RING RD,KHATIB MRT STATION,0.191,2,0.191,14,Chong Pang Market & Food Centre,1.53,2,Peiying Primary School,0.127,8
390 BT BATOK WEST AVE 5,BUKIT GOMBAK MRT STATION,0.731,11,0.108,13,Market Street Food Centre,2.919,0,Dazhong Primary School,0.813,5
155 WOODLANDS ST 13,MARSILING MRT STATION,0.252,4,0.251,6,Blks 20/21 Marsiling Lane,0.999,2,Marsiling Primary School,0.144,7
433 TAMPINES ST 43,TAMPINES EAST MRT STATION,0.504,5,0.267,18,Market Street Food Centre,1.675,1,Gongshang Primary School,0.298,14
115 BT MERAH CTRL,REDHILL MRT STATION,0.652,5,0.311,17,ABC Brickworks Market & Food Centre,0.776,7,Gan Eng Seng Primary School,0.197,7
473 PASIR RIS DR 6,PASIR RIS MRT STATION,0.92,1,0.372,9,Market Street Food Centre,3.518,0,Casuarina Primary School,0.228,5
670 WOODLANDS DR 71,ADMIRALTY MRT STATION,0.271,4,0.256,14,Blks 20/21 Marsiling Lane,2.519,0,Admiralty Primary School,0.429,10
538 HOUGANG ST 52,BUANGKOK MRT STATION,0.639,9,0.319,16,Market Street Food Centre,2.126,0,Montfort Junior School,0.456,15
16 MARSILING LANE,WOODLANDS MRT STATION,1.131,3,1.161,7,Blks 20/21 Marsiling Lane,0.161,2,Marsiling Primary School,1.047,7
520 JELAPANG RD,JELAPANG LRT STATION,0.222,13,0.121,11,Bukit Timah Market,5.305,0,Greenridge Primary School,0.157,7
879 TAMPINES AVE 8,TAMPINES WEST MRT STATION,1.122,4,0.522,11,Market Street Food Centre,1.715,1,Poi Ching School,0.787,4
46 JLN BT HO SWEE,TIONG BAHRU MRT STATION,0.252,7,0.178,26,Beo Crescent Market,0.147,8,Alexandra Primary School,0.387,6
248 COMPASSVALE RD,SENGKANG MRT STATION,0.337,22,0.398,19,Market Street Food Centre,3.913,0,Compassvale Primary School,0.259,18
725 WOODLANDS AVE 6,ADMIRALTY MRT STATION,0.467,4,0.177,15,Blks 20/21 Marsiling Lane,2.439,0,Admiralty Primary School,0.216,10
792 WOODLANDS AVE 6,ADMIRALTY MRT STATION,0.225,4,0.226,15,Blks 20/21 Marsiling Lane,2.798,0,Admiralty Primary School,0.257,10
35 JLN BAHAGIA,BOON KENG MRT STATION,0.932,8,0.225,23,Blk 75 Toa Payoh Lorong 5,1.148,6,Hong Wen School,0.551,7
28D DOVER CRES,DOVER MRT STATION,0.726,7,0.17,18,Blk 20 Ghim Moh Road,0.84,5,Fairfield Methodist School (Primary),0.696,3
504A MONTREAL DR,SEMBAWANG MRT STATION,0.517,1,0.562,10,Chong Pang Market & Food Centre,2.21,0,Wellington Primary School,0.214,5
684 HOUGANG AVE 8,HOUGANG MRT STATION,0.676,6,0.093,19,Market Street Food Centre,1.647,2,Montfort Junior School,0.269,12
492C TAMPINES ST 45,TAMPINES EAST MRT STATION,0.803,4,0.355,17,Market Street Food Centre,2.249,0,Tampines North Primary School,0.666,12
218 MARSILING CRES,MARSILING MRT STATION,1.551,3,1.55,4,Blks 20/21 Marsiling Lane,0.519,2,Marsiling Primary School,1.403,3
628 HOUGANG AVE 8,KOVAN MRT STATION,1.154,2,0.245,19,Market Street Food Centre,1.313,4,Xinmin Primary School,0.355,11
554 BEDOK NTH ST 3,BEDOK RESERVOIR MRT STATION,0.63,4,0.301,19,Market Street Food Centre,0.274,7,Yu Neng Primary School,0.462,7
608 JURONG WEST ST 65,PIONEER MRT STATION,0.316,2,0.526,8,Blk 505 Jurong West Street 52,2.409,0,Frontier Primary School,0.18,10
423 BT BATOK WEST AVE 2,BUKIT GOMBAK MRT STATION,0.862,4,0.496,11,Market Street Food Centre,2.215,0,Dazhong Primary School,0.512,5
27B JLN MEMBINA,TIONG BAHRU MRT STATION,0.435,6,0.086,16,Blk 112 Jalan Bukit Merah,0.345,9,Zhangde Primary School,0.188,8
122 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.684,2,0.0,12,Blk 724 Ang Mo Kio Ave 6,0.409,3,Ang Mo Kio Primary School,0.432,9
574 PASIR RIS ST 53,PASIR RIS MRT STATION,0.372,1,0.46,9,Market Street Food Centre,3.198,0,Elias Park Primary School,0.116,9
115 EDGEFIELD PLAINS,MERIDIAN LRT STATION,0.271,21,0.234,18,Market Street Food Centre,4.632,0,Mee Toh School,0.159,16
688 HOUGANG ST 61,HOUGANG MRT STATION,0.93,7,0.282,18,Market Street Food Centre,1.889,2,Yio Chu Kang Primary School,0.196,13
239 PASIR RIS ST 21,PASIR RIS MRT STATION,1.575,1,0.388,9,Blks 2 & 3 Changi Village Road,3.282,0,Pasir Ris Primary School,0.107,3
373 HOUGANG ST 31,KOVAN MRT STATION,0.656,2,0.399,14,Market Street Food Centre,0.625,2,Xinghua Primary School,0.528,10
668B JURONG WEST ST 64,BOON LAY MRT STATION,0.476,3,0.362,9,Blk 505 Jurong West Street 52,1.881,1,West Grove Primary School,0.561,11
202C SENGKANG EAST RD,RENJONG LRT STATION,0.286,18,0.146,18,Market Street Food Centre,3.238,0,Palm View Primary School,0.453,16
275B COMPASSVALE LINK,BUANGKOK MRT STATION,0.166,14,0.133,16,Market Street Food Centre,2.843,0,North Vista Primary School,0.17,16
778 PASIR RIS ST 71,PASIR RIS MRT STATION,1.237,1,0.622,6,Market Street Food Centre,3.29,0,Park View Primary School,0.36,6
747 PASIR RIS ST 71,PASIR RIS MRT STATION,1.773,1,0.198,5,Market Street Food Centre,3.907,0,Meridian Primary School,0.41,4
300 CANBERRA RD,SEMBAWANG MRT STATION,0.475,1,0.461,13,Chong Pang Market & Food Centre,1.667,2,Sembawang Primary School,0.224,7
704 BEDOK RESERVOIR RD,BEDOK NORTH MRT STATION,0.307,5,0.212,17,Blk 538 Bedok North Street 3,0.683,4,Damai Primary School,0.154,6
323 TAMPINES ST 33,TAMPINES EAST MRT STATION,0.661,7,0.386,17,Market Street Food Centre,1.679,1,East Spring Primary School,0.385,9
50 HAVELOCK RD,TIONG BAHRU MRT STATION,0.397,8,0.002,30,Beo Crescent Market,0.122,8,Alexandra Primary School,0.315,6
185 PASIR RIS ST 11,TAMPINES EAST MRT STATION,1.205,2,0.404,12,Market Street Food Centre,2.82,0,White Sands Primary School,0.098,9
556 WOODLANDS DR 53,WOODLANDS SOUTH MRT STATION,0.669,4,0.401,12,Blks 20/21 Marsiling Lane,2.501,0,Woodlands Ring Primary School,0.274,10
156 BISHAN ST 13,BISHAN MRT STATION,1.059,9,0.575,15,Blk 210 Toa Payoh Lorong 8,0.596,6,Kuo Chuan Presbyterian Primary School,0.482,12
407B FERNVALE RD,FERNVALE LRT STATION,0.344,7,0.289,12,Chomp Chomp Food Centre,2.902,0,Fernvale Primary School,0.164,9
761 PASIR RIS ST 71,PASIR RIS MRT STATION,1.745,1,0.479,5,Market Street Food Centre,3.603,0,Meridian Primary School,0.13,4
301 UBI AVE 1,UBI MRT STATION,0.346,10,0.146,18,Blk 4A Eunos Crescent,1.224,4,Maha Bodhi School,0.313,4
154 GANGSA RD,PETIR LRT STATION,0.369,15,0.641,14,Bukit Timah Market,4.094,0,Bukit Panjang Primary School,0.493,8
430B YISHUN AVE 11,YISHUN MRT STATION,1.78,2,0.451,13,Chong Pang Market & Food Centre,2.516,0,North View Primary School,0.724,5
518 JELAPANG RD,JELAPANG LRT STATION,0.27,13,0.196,11,Bukit Timah Market,5.357,0,Greenridge Primary School,0.159,7
608 CLEMENTI WEST ST 1,CLEMENTI MRT STATION,1.181,2,0.065,11,Blk 726 Clementi West Street 2,0.26,3,Clementi Primary School,1.244,4
447 PASIR RIS DR 6,PASIR RIS MRT STATION,0.989,2,0.223,12,Market Street Food Centre,3.178,0,Casuarina Primary School,0.202,6
424 CANBERRA RD,SEMBAWANG MRT STATION,0.549,1,0.103,12,Chong Pang Market & Food Centre,2.659,0,Endeavour Primary School,0.146,5
815B CHOA CHU KANG AVE 7,KEAT HONG LRT STATION,0.271,10,0.34,13,Market Street Food Centre,3.841,0,South View Primary School,0.547,7
111 CLEMENTI ST 13,CLEMENTI MRT STATION,1.119,3,0.154,12,Blk 353 Clementi Ave 2,0.977,3,Pei Tong Primary School,0.87,7
286 YISHUN AVE 6,YISHUN MRT STATION,1.243,1,0.452,12,Chong Pang Market & Food Centre,1.481,2,Chongfu School,0.192,7
570 CHOA CHU KANG ST 52,YEW TEE MRT STATION,0.495,5,0.28,8,Market Street Food Centre,5.657,0,De La Salle School,0.151,8
340A SEMBAWANG CL,SEMBAWANG MRT STATION,0.293,1,0.19,13,Chong Pang Market & Food Centre,2.086,0,Sembawang Primary School,0.444,7
608 ELIAS RD,PASIR RIS MRT STATION,0.754,1,0.331,8,Market Street Food Centre,3.371,0,Elias Park Primary School,0.27,6
270B PUNGGOL FIELD,SOO TECK LRT STATION,0.232,21,0.285,17,Market Street Food Centre,5.184,0,Punggol Green Primary School,0.249,15
110 BT BATOK WEST AVE 6,BUKIT BATOK MRT STATION,0.453,5,0.234,20,Market Street Food Centre,1.003,1,Princess Elizabeth Primary School,0.562,8
615B EDGEFIELD PLAINS,DAMAI LRT STATION,0.219,20,0.166,14,Market Street Food Centre,5.605,0,Oasis Primary School,0.169,14
316 CLEMENTI AVE 4,CLEMENTI MRT STATION,0.399,2,0.366,13,Blk 448 Clementi Ave 3,0.57,3,Nan Hua Primary School,0.39,4
815 TAMPINES AVE 4,TAMPINES WEST MRT STATION,0.231,5,0.347,18,Market Street Food Centre,0.833,2,Junyuan Primary School,0.21,12
702 WEST COAST RD,CLEMENTI MRT STATION,0.97,1,0.563,11,Blk 726 Clementi West Street 2,0.513,3,Qifa Primary School,0.826,4
551 SERANGOON NTH AVE 3,KOVAN MRT STATION,2.076,0,0.16,14,Chomp Chomp Food Centre,1.019,2,Rosyth School,0.466,6
656 CHOA CHU KANG CRES,YEW TEE MRT STATION,0.443,3,0.546,7,Blks 20/21 Marsiling Lane,5.622,0,Yew Tee Primary School,0.387,5
274A PUNGGOL PL,PUNGGOL MRT STATION,0.203,23,0.13,18,Market Street Food Centre,5.156,0,Punggol Green Primary School,0.407,16
5 BEDOK STH AVE 2,BEDOK MRT STATION,0.532,3,0.177,19,Blk 16 Bedok South Road,0.221,8,Bedok Green Primary School,0.411,6
107 BEDOK NTH RD,BEDOK RESERVOIR MRT STATION,0.658,4,0.116,20,Market Street Food Centre,0.644,8,Red Swastika School,0.242,8
289E BT BATOK ST 25,BUKIT BATOK MRT STATION,1.22,3,0.368,16,Bukit Timah Market,1.917,1,Keming Primary School,0.364,5
450C SENGKANG WEST WAY,FERNVALE LRT STATION,0.39,6,0.209,7,Chomp Chomp Food Centre,3.358,0,Sengkang Green Primary School,0.232,6
520 HOUGANG AVE 6,HOUGANG MRT STATION,0.325,7,0.412,18,Market Street Food Centre,1.613,2,Montfort Junior School,0.116,12
265 BOON LAY DR,BOON LAY MRT STATION,0.784,3,0.493,12,Blk 505 Jurong West Street 52,1.39,1,Corporation Primary School,0.598,10
266 BISHAN ST 24,BISHAN MRT STATION,1.034,5,0.204,15,Blk 320 Shunfu Road,0.863,3,Catholic High School (Primary),0.457,11
39 JLN BAHAGIA,BOON KENG MRT STATION,1.061,8,0.329,22,Blk 75 Toa Payoh Lorong 5,1.037,6,Hong Wen School,0.624,7
253 PASIR RIS ST 21,TAMPINES EAST MRT STATION,1.622,2,0.184,11,Market Street Food Centre,3.248,0,White Sands Primary School,0.374,6
161 TAMPINES ST 12,TAMPINES MRT STATION,0.377,6,0.303,14,Market Street Food Centre,0.533,1,Tampines Primary School,0.221,11
701 YISHUN AVE 5,YISHUN MRT STATION,0.689,2,0.074,14,Chong Pang Market & Food Centre,0.168,2,Jiemin Primary School,0.307,10
101 POTONG PASIR AVE 1,POTONG PASIR MRT STATION,0.21,8,0.148,15,Blk 210 Toa Payoh Lorong 8,1.694,5,Cedar Primary School,0.849,9
332 YISHUN RING RD,YISHUN MRT STATION,0.949,2,0.127,15,Chong Pang Market & Food Centre,1.665,2,Huamin Primary School,0.396,9
329 BT BATOK ST 33,BUKIT GOMBAK MRT STATION,0.695,5,0.34,14,Market Street Food Centre,2.424,0,Dazhong Primary School,0.452,4
123 GEYLANG EAST CTRL,ALJUNIED MRT STATION,0.342,12,0.295,27,Blk 117 Aljunied Ave 2,0.326,8,Geylang Methodist School (Primary),0.187,3
279B SENGKANG EAST AVE,BUANGKOK MRT STATION,0.281,16,0.089,17,Market Street Food Centre,3.012,0,Palm View Primary School,0.257,16
14 LOR 7 TOA PAYOH,TOA PAYOH MRT STATION,1.288,8,0.409,17,Blk 210 Toa Payoh Lorong 8,0.551,5,Pei Chun Public School,0.318,12
534 BT BATOK ST 51,BUKIT GOMBAK MRT STATION,0.357,2,0.282,14,Market Street Food Centre,1.968,1,Dazhong Primary School,0.421,6
231 BT BATOK EAST AVE 5,BUKIT BATOK MRT STATION,0.548,2,0.334,16,Market Street Food Centre,1.967,1,Bukit View Primary School,0.369,7
128 BISHAN ST 12,BISHAN MRT STATION,0.586,7,0.229,12,Blk 210 Toa Payoh Lorong 8,0.776,7,Guangyang Primary School,0.121,12
744 JURONG WEST ST 73,PIONEER MRT STATION,1.022,2,0.535,10,Blk 505 Jurong West Street 52,2.178,0,Westwood Primary School,0.17,9
728 JURONG WEST AVE 5,PIONEER MRT STATION,0.942,2,0.484,9,Blk 505 Jurong West Street 52,2.342,0,West Grove Primary School,0.222,9
28 JLN BAHAGIA,BOON KENG MRT STATION,0.775,8,0.166,29,Blk 75 Toa Payoh Lorong 5,1.306,6,Hong Wen School,0.463,6
612 JURONG WEST ST 65,PIONEER MRT STATION,0.419,2,0.457,8,Blk 505 Jurong West Street 52,2.28,0,Jurong West Primary School,0.209,10
109 LENGKONG TIGA,KEMBANGAN MRT STATION,0.464,5,0.104,18,Blk 4A Eunos Crescent,0.857,5,Eunos Primary School,0.685,8
106 HENDERSON CRES,REDHILL MRT STATION,0.611,4,0.49,21,Blk 115 Bukit Merah View,0.437,8,Alexandra Primary School,0.317,7
650 PASIR RIS DR 10,PASIR RIS MRT STATION,1.395,1,0.228,6,Market Street Food Centre,3.76,0,Park View Primary School,0.221,4
143 BISHAN ST 12,BISHAN MRT STATION,0.759,7,0.47,12,Blk 210 Toa Payoh Lorong 8,0.61,7,Guangyang Primary School,0.385,13
624A WOODLANDS DR 52,ADMIRALTY MRT STATION,0.707,4,0.625,13,Blks 20/21 Marsiling Lane,2.711,0,Woodlands Ring Primary School,0.258,10
906 JURONG WEST ST 91,PIONEER MRT STATION,1.408,2,0.463,7,Blk 505 Jurong West Street 52,3.812,0,Xingnan Primary School,0.337,7
464 PASIR RIS ST 41,PASIR RIS MRT STATION,1.016,2,0.407,10,Market Street Food Centre,3.384,0,Casuarina Primary School,0.151,6
360 YISHUN RING RD,YISHUN MRT STATION,1.204,2,0.359,16,Chong Pang Market & Food Centre,1.952,1,Huamin Primary School,0.182,9
161 BT MERAH CTRL,REDHILL MRT STATION,0.631,5,0.206,16,Blk 115 Bukit Merah View,0.671,8,Gan Eng Seng Primary School,0.193,7
152 YUNG HO RD,LAKESIDE MRT STATION,1.9,1,0.567,9,Taman Jurong Market & Food Centre,0.851,1,Lakeside Primary School,1.264,2
636B PUNGGOL DR,OASIS LRT STATION,0.238,18,0.277,13,Market Street Food Centre,5.512,0,Horizon Primary School,0.102,13
657A JURONG WEST ST 65,PIONEER MRT STATION,0.405,2,0.388,8,Taman Jurong Market & Food Centre,2.371,0,Frontier Primary School,0.128,9
169 BISHAN ST 13,BISHAN MRT STATION,0.739,7,0.54,11,Blk 210 Toa Payoh Lorong 8,0.73,7,Kuo Chuan Presbyterian Primary School,0.253,12
430A FERNVALE LINK,LAYAR LRT STATION,0.259,10,0.378,10,Chomp Chomp Food Centre,3.538,0,Sengkang Green Primary School,0.384,8
3 HAIG RD,PAYA LEBAR MRT STATION,0.857,8,0.451,23,Blks 13/14 Haig Road,0.428,8,Haig Girls' School,0.615,10
106 WOODLANDS ST 13,WOODLANDS MRT STATION,0.476,4,0.565,8,Blks 20/21 Marsiling Lane,0.94,2,Si Ling Primary School,0.642,9
921 HOUGANG ST 91,HOUGANG MRT STATION,1.079,8,0.358,18,Market Street Food Centre,1.927,2,Yio Chu Kang Primary School,0.241,13
264 YISHUN ST 22,YISHUN MRT STATION,0.811,1,0.103,13,Chong Pang Market & Food Centre,1.212,2,Xishan Primary School,0.278,8
419 FAJAR RD,FAJAR LRT STATION,0.149,13,0.135,11,Bukit Timah Market,4.971,0,Greenridge Primary School,0.295,8
81 STRATHMORE AVE,QUEENSTOWN MRT STATION,0.378,3,0.094,15,ABC Brickworks Market & Food Centre,0.865,5,Queenstown Primary School,0.22,4
420 BT BATOK WEST AVE 2,BUKIT GOMBAK MRT STATION,0.802,5,0.421,12,Market Street Food Centre,2.29,0,Dazhong Primary School,0.479,4
258D COMPASSVALE RD,SENGKANG MRT STATION,0.27,24,0.189,20,Market Street Food Centre,4.0,0,Compassvale Primary School,0.131,18
732 YISHUN AVE 5,YISHUN MRT STATION,0.521,2,0.248,16,Chong Pang Market & Food Centre,0.334,2,Jiemin Primary School,0.149,10
80 MARINE PARADE CTRL,EUNOS MRT STATION,1.973,1,0.148,12,Blk 50A Marine Terrace,0.952,4,Tao Nan School,0.517,6
3A GEYLANG SERAI,EUNOS MRT STATION,0.543,9,0.135,24,Geylang Serai Market,0.135,9,Haig Girls' School,0.758,10
